,practice,pct,rate,rural_urban_code,mean_percentile,num_gps_june,num_gps_sept,CL,PH,PHAS,TOTAL,Value_imd,Value_satisfaction,Value_long_term_health,Value_over_65,Value_under_18,dispensing_patients,total_items,list_size,Principal Supplier,Principal System
2313,E85682,07W,0.16981132075471697,6.0,0.5505605920412905,4.0,3.0,418.85,94.68,26.91,540.4399999999998,31.2458638364333,62.328049876157294,48.0200543415219,7.80917222774386,28.425386908987605,0.0,93176.0,6931.416666666668,EMIS,EMIS Web
2314,E85683,07Y,0.0189873417721519,6.0,0.5453097041389736,2.0,2.0,431.54,97.0,27.0,555.54,14.7946942876496,73.6051488000108,53.628846251860296,11.040867012869699,21.9507789568751,0.0,48772.0,4378.666666666666,TPP,SystmOne
2315,E85685,08C,0.07894736842105263,6.0,0.3714370719672069,4.0,4.0,427.47,95.1,25.88,548.45,13.3986743090841,87.9209879824416,45.811154966315,14.710620894782501,19.5117114884124,0.0,97204.0,8350.0,TPP,SystmOne
2316,E85686,07Y,0.18181818181818182,6.0,0.3304307306926668,,,424.44,96.53,27.0,547.97,18.304302368911397,54.6153013437805,42.357955812213,10.6439595529537,21.192123469930802,0.0,11015.0,3341.625,TPP,SystmOne
2317,E85687,07W,0.0,6.0,0.2433352603816365,1.0,1.0,435.0,97.0,27.0,559.0,22.7746638225256,73.4221288288656,44.491719545456114,6.313993174061428,14.573378839590399,0.0,8908.0,1338.0,TPP,SystmOne
2318,E85692,07Y,0.24444444444444444,6.0,0.3753506277167578,6.0,6.0,422.37,87.0,26.68,536.05,16.1634027548209,80.8188859070396,42.5854227708896,9.00962861072902,19.397524071526803,0.0,74455.0,7305.416666666666,TPP,SystmOne
2319,E85693,07Y,0.14615384615384616,6.0,0.4417431296003879,6.0,6.0,410.39,96.71,25.8,532.9,16.035840245366,85.7061133638011,51.155141233087214,13.021458083433304,21.068905771024895,0.0,78476.0,7880.666666666668,TPP,SystmOne
2320,E85694,07W,0.24742268041237114,6.0,0.4511096870933658,3.0,3.0,402.56000000000006,82.68,23.72,508.96,12.081578610603303,72.18651597092509,49.763679454859,13.162705667276098,23.0225472273004,0.0,39968.0,3517.25,TPP,SystmOne
2321,E85696,07Y,0.34444444444444444,6.0,0.4745918542593377,4.0,4.0,428.66,97.0,27.0,552.6600000000002,25.4904022406939,53.2235439736156,36.146585001816796,4.77967734168071,15.2251384541295,0.0,89903.0,8518.75,TPP,SystmOne
2322,E85697,07Y,0.0962962962962963,6.0,0.5271310088642199,3.0,3.0,429.02,97.0,26.09,552.11,25.499408178438696,60.736450067528104,50.708501739308794,10.817843866171,26.0966542750929,0.0,92044.0,5523.833333333332,TPP,SystmOne
2323,E85699,07Y,0.06109324758842444,6.0,0.3985668955406384,2.0,2.0,381.65,97.0,26.15,504.8,27.0083307647852,72.96541841667741,44.18215473373839,12.1749181275284,24.646503563860502,0.0,105307.0,5582.583333333332,TPP,SystmOne
2324,E85700,07Y,0.0,6.0,0.4551393440689859,,,358.48999999999984,68.75,15.13,442.36999999999983,24.524300625300608,85.5337237187769,51.9585046704951,13.083213083213101,24.1654641654642,0.0,30851.0,2011.333333333333,TPP,SystmOne
2325,E85707,07Y,0.05,6.0,0.4805428259174662,4.0,4.0,417.09,97.0,24.89,538.98,24.7691665916254,61.9114483082654,54.0423207423884,15.661566156615699,18.2628262826283,0.0,88021.0,4464.916666666666,TPP,SystmOne
2326,E85708,07Y,0.5384615384615384,6.0,0.3834440380073304,3.0,3.0,423.42,96.83,26.76,547.01,23.7258609553712,68.7502288583459,37.9673803575216,10.7198923525454,21.9511101143754,0.0,51963.0,4538.666666666666,TPP,SystmOne
2327,E85712,07W,0.0,,0.29218827278579845,2.0,2.0,432.0,97.0,27.0,556.0,31.3276620777974,74.4260791199111,45.0698192765069,6.914212548015361,28.572343149807896,0.0,79031.0,6773.916666666668,TPP,SystmOne
2328,E85713,07Y,0.0,6.0,0.2261948707927019,5.0,5.0,398.67999999999984,89.89999999999998,17.490000000000002,506.0699999999998,21.8775489058792,65.9433076788355,47.437150477818,13.4650856389987,18.9090909090909,0.0,61432.0,3810.25,TPP,SystmOne
2329,E85714,07W,0.40229885057471265,6.0,0.5066816036103992,3.0,3.0,349.2100000000001,75.17,25.21,449.59,13.1817731888964,82.1972736961444,55.9569640468433,14.6919431279621,19.343263371699397,0.0,33764.0,3083.583333333333,TPP,SystmOne
2330,E85715,07W,0.0,,0.2218663192953204,3.0,3.0,435.0,97.0,27.0,559.0,32.0760124911619,75.1834722352898,42.1402002742759,7.3751178133836,29.302544769085802,0.0,59590.0,4271.833333333333,TPP,SystmOne
2331,E85716,07Y,0.6565217391304348,6.0,0.4543048957739753,6.0,6.0,398.06,94.75,27.0,519.81,24.134986532343607,70.0438345570021,39.3559331073324,7.237469534809789,22.6067606230794,0.0,120657.0,9793.500000000002,TPP,SystmOne
2332,E85718,07Y,0.015625,6.0,0.3288838780072288,4.0,4.0,408.31,96.22,19.06,523.5899999999998,22.9233653636165,45.7196791508528,50.4999498691008,8.75354726042349,22.0257585679983,0.0,42806.0,4542.333333333333,TPP,SystmOne
2333,E85719,08C,0.25316455696202533,6.0,0.4221929364684268,5.0,5.0,378.18,94.61,24.98,497.77,15.285953992361698,80.4865606558131,35.126979042451204,6.989342806394321,25.8081705150977,0.0,63906.0,11545.166666666668,TPP,SystmOne
2334,E85721,07W,0.6944444444444444,6.0,0.19398061218524,1.0,1.0,419.0,97.0,24.0,540.0,28.7301580033003,57.260272053619005,48.75240363039129,2.92904290429043,31.006600660066,0.0,24139.0,2297.4166666666665,TPP,SystmOne
2335,E85723,07W,0.42857142857142855,,0.3795053292885489,2.0,2.0,432.59,97.0,27.0,556.59,31.8641105577689,43.334603087893285,37.422879060579604,8.11752988047809,27.270916334661397,0.0,50669.0,4138.25,TPP,SystmOne
2336,E85725,07W,0.11764705882352941,6.0,0.37476898596398733,4.0,5.0,434.55,96.46,25.04,556.05,22.5664338781575,88.45307365286371,38.897259119263296,9.9702823179792,21.649331352154498,0.0,55267.0,6977.083333333334,TPP,SystmOne
2337,E85726,07W,0.0,6.0,0.38695627248340736,1.0,1.0,430.43,82.21,27.0,539.64,21.511505125486003,71.3289251745973,48.4080451472826,15.411806291976,14.1816896429834,0.0,44874.0,2891.25,TPP,SystmOne
2338,E85727,07Y,0.015873015873015872,6.0,0.4380731624899397,2.0,2.0,417.4500000000001,97.0,27.0,541.45,31.3843053839364,60.72418971623139,32.9603844586207,6.66470933646506,28.6611861421022,0.0,50876.0,3574.333333333333,,
2339,E85732,07Y,0.058823529411764705,6.0,0.272982226585202,,,424.68,97.0,27.0,548.6800000000002,25.4224314131786,79.451333791696,58.0949430914414,9.58281701776126,21.93308550185869,0.0,15031.0,1377.5,TPP,SystmOne
2340,E85733,07W,0.21212121212121213,6.0,0.32313391760900045,1.0,1.0,420.3,90.92,22.62,533.84,29.3016903740037,63.45054920290879,42.461659794485,11.526670754138598,14.9724095646842,0.0,26715.0,1579.416666666667,TPP,SystmOne
2341,E85734,07Y,0.11920529801324503,6.0,0.4466143450225222,,6.0,412.25,97.0,24.56,533.81,24.3787613257501,55.27278069448961,41.3123368913686,8.25652088644832,26.2639733281035,0.0,53423.0,4904.25,TPP,SystmOne
2342,E85735,07Y,0.328,6.0,0.5378364034935196,2.0,2.0,426.4500000000001,97.0,27.0,550.45,24.497470420752894,85.80740528063791,47.16904979122421,10.210493245366,20.320452403393,0.0,52126.0,3652.916666666667,TPP,SystmOne
2343,E85736,07Y,0.0,6.0,0.3922183627601316,7.0,7.0,412.97000000000014,87.0,27.0,526.97,26.2620255444572,78.82434541158891,53.032683154223,11.231172233136899,25.0589390962672,0.0,114098.0,6178.5,TPP,SystmOne
2344,E85739,07Y,0.04482758620689655,6.0,0.4696058619141442,,,429.63,96.36,27.0,552.9899999999999,24.7317031865378,49.360610218623705,56.462669705355104,9.79445933869526,25.122430741733695,0.0,114633.0,6485.333333333332,TPP,SystmOne
2345,E85740,07W,0.0,6.0,0.3065444194469045,2.0,1.0,339.22,67.17,22.28,428.67000000000013,21.7265825924193,51.9331015149747,50.1069789222027,9.68647636874123,24.7730463266261,0.0,21281.0,2321.583333333333,TPP,SystmOne
2346,E85743,07W,0.6323529411764706,6.0,0.3976949694297104,1.0,1.0,411.5,97.0,25.78,534.28,26.8276209651646,74.0435974308861,56.0632192350272,7.702141259188241,27.8171939916906,0.0,45165.0,3088.5,TPP,SystmOne
2347,E85744,07Y,0.12921348314606743,6.0,0.42896554500756506,2.0,3.0,426.2600000000001,97.0,26.68,549.9399999999998,22.5964359393579,70.9498227266778,36.66996334299179,4.877687175685692,27.744996293550802,0.0,110641.0,8299.833333333332,TPP,SystmOne
2348,E85745,07W,0.2409090909090909,6.0,0.4607399708282482,4.0,4.0,405.04,96.26,23.98,525.28,27.5258049015558,33.2654946783218,47.4278845042621,8.793174625017201,24.8465666712536,0.0,159515.0,7024.25,TPP,SystmOne
2349,E85746,07Y,0.36666666666666664,6.0,0.2781074133151373,2.0,2.0,431.57,97.0,27.0,555.5699999999998,16.814668347338902,87.9253447338215,31.9102832533668,5.8741258741258715,25.186013986014,0.0,31591.0,3730.083333333333,TPP,SystmOne
2350,E85748,08C,0.49056603773584906,6.0,0.4570566869564479,4.0,4.0,371.48,94.53,16.0,482.01,29.898245407226,70.376228828802,46.7251827691278,3.8426209430496,21.8034292712799,0.0,51455.0,6743.166666666668,TPP,SystmOne
2351,E85750,07Y,0.022364217252396165,6.0,0.4776480329899288,4.0,4.0,375.91,96.85,23.44,496.2,18.965131513647602,79.229165741846,36.1927246626826,8.72912317327766,23.515135699373694,0.0,104177.0,7570.416666666666,EMIS,EMIS Web
2352,E86001,08G,0.09905660377358491,6.0,0.42929391894948826,10.0,,434.44,97.0,25.75,557.19,9.36373718505647,83.6145814912633,48.5766279617974,19.1398783666377,19.1589921807124,0.0,175725.0,11711.666666666668,EMIS,EMIS Web
2353,E86003,08G,0.18772563176895307,6.0,0.4545199374831748,2.0,2.0,413.13,97.0,23.71,533.84,27.5039783096485,58.3347010005035,42.7513507140459,9.52380952380952,29.6983295936176,0.0,69804.0,4353.333333333333,EMIS,EMIS Web
2354,E86004,08G,0.015810276679841896,6.0,0.413502301536956,2.0,2.0,427.04,93.04,25.6,545.68,26.169717445742894,50.4392087360255,55.03851057863579,13.0843071786311,22.7525041736227,0.0,141191.0,9926.916666666666,EMIS,EMIS Web
2355,E86005,08G,0.15932203389830507,6.0,0.4736571162948094,7.0,7.0,304.99000000000007,92.25,25.74,422.98000000000013,13.6166790777603,80.87649985440271,49.3080356135217,18.494131119381606,21.674778127683894,0.0,115688.0,6962.333333333332,EMIS,EMIS Web
2356,E86006,08G,0.13389121338912133,6.0,0.4323043721614364,6.0,6.0,428.69000000000005,97.0,27.0,552.69,8.86430761014686,80.72549985108371,45.6392573380503,19.0654205607477,19.3404539385848,0.0,121835.0,7610.416666666668,EMIS,EMIS Web
2357,E86007,08G,0.11438474870017332,6.0,0.4805548587058262,7.0,7.0,423.01999999999987,96.7,27.0,546.7199999999998,17.3120922054251,88.86738699727171,61.03944544757871,17.388507718696403,20.9048027444254,0.0,175666.0,9214.25,EMIS,EMIS Web
2358,E86009,08G,0.3903345724907063,6.0,0.4581497370240985,5.0,6.0,425.18,96.68,26.49,548.35,15.7084319470699,81.10677634633029,44.145449239646304,15.6717423527826,19.760140142837894,0.0,95023.0,7811.416666666668,EMIS,EMIS Web
2359,E86010,08G,0.20233463035019456,6.0,0.4714308650289375,3.0,3.0,429.55,95.56,27.0,552.11,27.056825944024897,68.21529938845221,50.4001091956027,8.00177619893428,27.98756660746,0.0,177275.0,11713.333333333336,EMIS,EMIS Web
2360,E86011,08G,0.15086206896551724,6.0,0.3122312922707401,3.0,3.0,435.0,97.0,27.0,559.0,8.4150795148248,75.71992384006359,56.10147344718929,17.396429774334802,23.3715055574267,0.0,74845.0,6051.25,EMIS,EMIS Web
2361,E86012,08G,0.008143322475570033,6.0,0.4661270242077279,6.0,6.0,416.53,96.38,25.86,538.7700000000002,8.28859304097528,86.1778253045564,62.709682746917494,20.011851350207397,19.478540590874506,0.0,202394.0,11708.75,EMIS,EMIS Web
2362,E86014,08G,0.10185185185185185,6.0,0.39027324626059706,2.0,3.0,432.0,97.0,27.0,556.0,8.491781081081081,84.1887764181723,35.488116964814786,12.598752598752599,24.199584199584198,0.0,66975.0,4978.25,EMIS,EMIS Web
2363,E86015,08G,0.33591160220994476,6.0,0.4707555911502218,8.0,8.0,428.48,95.41,25.32,549.21,16.6934243212383,70.6324177709523,63.0577511414926,14.7006595636733,19.9150177574835,0.0,262583.0,15816.583333333336,EMIS,EMIS Web
2364,E86016,08G,0.22635135135135134,6.0,0.4002278104006953,2.0,2.0,426.17,97.0,23.76,546.93,21.473391823385104,78.344125421979,47.8051586718935,12.0359771054783,24.0425183973835,0.0,93927.0,6093.333333333332,EMIS,EMIS Web
2365,E86017,08G,0.11246200607902736,6.0,0.4583454979386001,6.0,6.0,417.04000000000013,95.77,25.81,538.6200000000001,24.800007110949,64.0990692060822,47.031301418417705,9.45785876993166,23.897949886104804,0.0,157808.0,12285.25,EMIS,EMIS Web
2366,E86018,08G,0.2888015717092338,6.0,0.4721752064931836,4.0,4.0,382.7600000000001,82.56,23.63,488.9500000000001,26.7454328230382,61.39798100380629,51.614029429450206,12.9387842465753,25.130565068493095,0.0,204922.0,9264.833333333334,EMIS,EMIS Web
2367,E86019,08G,0.1575,6.0,0.435132661109968,5.0,5.0,406.18,91.21,23.67,521.06,24.6010818233295,66.657117429946,52.9663031010107,16.3363533408834,22.771800679501705,0.0,125347.0,7084.75,EMIS,EMIS Web
2368,E86020,08G,0.24050632911392406,6.0,0.44925427429709935,3.0,3.0,357.46,94.32,27.0,478.78,28.008934675431398,64.8749847843432,40.372856950605204,10.743631881676302,26.0723089564503,0.0,74930.0,4891.666666666667,EMIS,EMIS Web
2369,E86022,08G,0.06910569105691057,6.0,0.4305493178710589,6.0,6.0,431.51999999999987,97.0,26.67,555.1899999999998,7.96784278427843,88.5553865914274,44.4075187655844,20.1588729016787,18.797961630695397,0.0,80290.0,6562.583333333334,EMIS,EMIS Web
2370,E86024,08G,0.2616487455197133,6.0,0.3779547322292648,3.0,3.0,431.62,97.0,25.25,553.87,7.59574826225812,58.023286109180795,54.6739560460028,21.1830985915493,20.1464788732394,0.0,63572.0,5116.0,EMIS,EMIS Web
2371,E86026,08G,0.3114754098360656,6.0,0.4319381216418134,4.0,4.0,426.19,97.0,27.0,550.19,24.6844780745137,67.7610318227623,53.9122252707573,12.5288493241016,22.9706561160567,0.0,96905.0,6051.250000000001,EMIS,EMIS Web
2372,E86027,08G,0.09923664122137404,6.0,0.4517168063378058,6.0,6.0,416.43,95.83,27.0,539.26,26.8646774833499,64.97921696909971,62.0695168352875,12.747875354107599,23.8923512747875,0.0,146899.0,7078.75,EMIS,EMIS Web
2373,E86028,08G,0.09433962264150944,6.0,0.5575422902240038,3.0,3.0,435.0,97.0,27.0,559.0,7.7833404394454595,56.169656249015,51.3804015736374,21.252123905371803,20.1333159064175,0.0,149677.0,7827.166666666668,EMIS,EMIS Web
2374,E86029,08G,0.14987080103359174,6.0,0.463179775022449,7.0,7.0,429.05,91.83,26.89,547.77,22.5154736262636,80.4040020662623,51.349390101522296,10.7986389111289,27.6441152922338,0.0,160900.0,10280.75,EMIS,EMIS Web
2375,E86030,08G,0.297029702970297,6.0,0.3269547932069068,4.0,4.0,384.13000000000005,77.89,16.189999999999998,478.21,12.8337968248142,67.12918027969171,39.7839721170091,2.38335319460995,11.7114309285911,0.0,44262.0,10443.583333333334,EMIS,EMIS Web
2376,E86033,08G,0.2568493150684932,6.0,0.4786715911872697,5.0,5.0,409.64,97.0,25.83,532.47,8.56946582278481,74.9598319083908,49.960866474187796,17.7215189873418,19.4059071729958,0.0,111158.0,5985.666666666668,EMIS,EMIS Web
2377,E86034,08G,0.3076923076923077,6.0,0.355118038112944,,,421.85,97.0,26.25,545.0999999999998,18.530460917587106,70.61834706998991,50.483059573746395,14.528462192013599,19.3372982158029,0.0,28669.0,2473.083333333333,EMIS,EMIS Web
2378,E86036,08G,0.3435448577680525,6.0,0.5009056537816912,4.0,4.0,404.72,97.0,25.92,527.64,11.9941204301075,87.250726758507,56.990855374912606,18.0241935483871,21.2741935483871,0.0,130597.0,7542.333333333334,EMIS,EMIS Web
2379,E86038,08G,0.035830618892508145,6.0,0.3904750479996191,4.0,4.0,428.30000000000007,85.8,26.380000000000006,540.48,21.5073856592136,70.8968223566958,49.1625633536675,8.04934464148034,22.720123361603694,0.0,56982.0,6563.75,EMIS,EMIS Web
2380,E86041,08G,0.38613861386138615,6.0,0.4659980815020345,,4.0,421.19000000000005,95.31,23.94,540.44,12.376028171910301,61.5892716791899,47.68628002887179,15.3134635149024,23.6711202466598,0.0,77601.0,5063.416666666666,EMIS,EMIS Web
2381,E86042,08G,0.13953488372093023,6.0,0.4235709592677166,4.0,4.0,419.98,97.0,26.03,543.01,26.1366068297185,80.8614925984622,48.3565052899349,7.87328925111487,27.4119637090574,0.0,97923.0,6592.333333333332,EMIS,EMIS Web
2382,E86605,08G,0.2560386473429952,6.0,0.515659993281539,2.0,2.0,424.82,95.46,23.11,543.39,12.1450772200772,55.305485330834294,49.253789449701394,15.1544401544402,18.996138996139,0.0,35263.0,2119.333333333333,EMIS,EMIS Web
2383,E86609,08G,0.43373493975903615,6.0,0.4261965626707268,3.0,3.0,418.06,96.77,24.61,539.44,25.2084067899364,63.8872000485591,49.436970888138504,6.48288397455317,27.1675249924265,0.0,39653.0,3310.833333333333,EMIS,EMIS Web
2384,E86610,08G,0.0,6.0,0.466164570625088,1.0,1.0,423.0,96.5,27.0,546.5,26.9584061123348,56.573783216336096,51.8659457764864,8.783039647577091,25.170704845815,0.0,42877.0,3630.083333333334,EMIS,EMIS Web
2385,E86612,08G,0.14285714285714285,6.0,0.3951936146048153,4.0,4.0,428.62,96.96,24.25,549.83,23.2146384710234,42.1483421406966,36.1238100507795,6.459566074950692,24.694280078895503,0.0,55715.0,4081.25,EMIS,EMIS Web
2386,E86615,08G,0.29473684210526313,6.0,0.393556118677133,3.0,3.0,431.85,86.02,23.65,541.52,13.948440491875301,46.3005949362613,49.2244468220833,11.018437225636498,23.42405618964,0.0,30851.0,2462.75,EMIS,EMIS Web
2387,E86618,08G,0.0,6.0,0.404486925282858,5.0,5.0,435.0,96.9,26.72,558.62,12.4891489361702,46.85891637107571,58.75223365744579,17.3936456650512,20.2019386106624,0.0,104689.0,7276.5,EMIS,EMIS Web
2388,E86619,08G,0.0,6.0,0.2674637736745141,4.0,4.0,431.03,96.49,26.34,553.86,6.689453807499031,81.0637646229634,49.93438913012421,15.6938538848087,21.3683803633552,0.0,34358.0,2765.0,EMIS,EMIS Web
2389,E86620,08G,0.5182481751824818,6.0,0.4310256126014008,1.0,1.0,430.65,95.42,24.52,550.5899999999998,22.748261050328196,71.3500425042688,41.0557386242137,10.043763676148801,25.6455142231947,0.0,42145.0,4672.0,EMIS,EMIS Web
2390,E86625,08G,0.3380281690140845,6.0,0.4342282843594133,3.0,3.0,394.03,97.0,25.52,516.5500000000002,27.1188775069423,52.321112366331704,39.2679695147078,9.50323974082074,26.066029003393997,0.0,46761.0,3138.166666666666,EMIS,EMIS Web
2391,E86626,08G,0.2007168458781362,6.0,0.3554466355883296,3.0,3.0,424.14,97.0,27.0,548.14,9.51370761745477,78.5385281662639,43.005489727290495,9.95894784856318,23.7950433328265,0.0,58499.0,6465.25,EMIS,EMIS Web
2392,E86629,08G,0.0,6.0,0.5737228989154467,1.0,1.0,407.17,82.63,26.78,516.5799999999998,12.3461501726122,55.1211676752016,44.0571650498524,14.0103567318757,22.767548906789397,0.0,48503.0,3604.333333333334,EMIS,EMIS Web
2393,E86632,08G,0.10714285714285714,6.0,0.4950882336766608,1.0,1.0,408.31,95.8,26.01,530.12,16.441879400260802,62.4395234751885,38.7483039869679,7.676010430247719,25.4009126466754,0.0,75264.0,6215.75,EMIS,EMIS Web
2394,E86637,08G,0.026041666666666668,6.0,0.4515660442705625,4.0,4.0,398.04,97.0,24.78,519.8199999999998,23.981961066579398,71.9176715731415,45.2184287282943,9.76607230492393,22.9183706854245,0.0,88647.0,5983.666666666666,EMIS,EMIS Web
2395,E86640,08G,0.0,6.0,0.4444603007060852,3.0,3.0,411.29,97.0,25.88,534.1700000000002,8.91973411562678,93.8689810379892,48.16503218346711,15.598168288494596,23.4974241556955,0.0,64624.0,3782.916666666667,EMIS,EMIS Web
2396,E87002,09A,0.058823529411764705,6.0,0.5247042282064465,12.0,12.0,434.93,97.0,24.86,556.7900000000002,24.878511886008898,71.96880762665609,36.782962383733796,13.440206111786999,14.1072067558864,0.0,227591.0,14803.916666666668,TPP,SystmOne
2397,E87003,08Y,0.46875,6.0,0.3725667292581025,2.0,3.0,433.62,96.41,27.0,557.03,35.0663841032043,92.3210076853465,51.1721741287066,13.058847993345802,16.2237471407777,0.0,59545.0,4770.0,TPP,SystmOne
2398,E87004,08Y,0.04891304347826087,6.0,0.523123090875317,,,411.6,80.91,26.76,519.27,21.5808053219903,85.5163458948413,54.5292835508037,14.1359184884756,15.576219210604403,0.0,114837.0,10490.583333333334,TPP,SystmOne
2399,E87005,09A,0.09090909090909091,6.0,0.5090031521388039,3.0,3.0,435.0,92.99,21.75,549.74,19.8924354146476,70.09602909595671,60.409694142127286,17.0772211458622,13.2576805978411,0.0,74559.0,7356.083333333332,TPP,SystmOne
2400,E87006,09A,0.75,6.0,0.3889768606459696,,,354.61,96.38,25.72,476.70999999999987,33.3028422619047,84.1648740898233,56.7451460058305,10.9883103081828,17.385759829968098,0.0,22772.0,4501.0,TPP,SystmOne
2401,E87007,08Y,0.24242424242424243,6.0,0.4092352989296529,4.0,4.0,425.04,91.46,23.87,540.37,27.2740798063796,87.2207617743577,37.2205707275597,8.488458674609081,15.778108711839199,0.0,56532.0,8050.416666666666,TPP,SystmOne
2402,E87008,09A,0.0,6.0,0.461735986700738,11.0,11.0,429.13999999999993,95.89,25.99,551.02,42.5048569605445,81.85939194268158,48.38943862476279,10.9717201786094,18.9070805868595,0.0,150174.0,9443.499999999998,TPP,SystmOne
2403,E87009,08Y,0.05747126436781609,6.0,0.41975970405993096,3.0,3.0,380.57,86.43,15.81,482.81,26.877938761145,62.5967181579854,47.696759258069704,16.3068981698733,14.0122008446739,0.0,75011.0,4130.083333333334,TPP,SystmOne
2404,E87010,09A,0.13274336283185842,6.0,0.4683118116999911,4.0,4.0,404.90000000000015,91.44,24.68,521.0200000000002,25.4432715698023,68.48106209598761,44.8882478185911,10.482180293501001,12.270140760706804,0.0,59498.0,7093.666666666668,TPP,SystmOne
2405,E87011,09A,0.16842105263157894,6.0,0.4912647835921005,6.0,6.0,430.29000000000013,96.62,23.98,550.8900000000001,43.6690944892295,61.6477363010634,37.6647180404596,13.223249669749,20.9643328929987,0.0,147201.0,7418.916666666668,TPP,SystmOne
2406,E87013,08Y,0.04745762711864407,6.0,0.5305189855649438,8.0,8.0,392.75,94.77,23.79,511.31,15.434014312140999,83.5739124309212,43.5345762293567,16.0,18.100243309002398,0.0,93895.0,10370.25,TPP,SystmOne
2407,E87016,08Y,0.08415841584158416,6.0,0.4016552232922897,11.0,11.0,419.61999999999983,93.7,25.18,538.4999999999999,18.3615331969077,82.91377994111859,40.1811549311563,16.9395179627103,17.2487494315598,0.0,61887.0,8332.083333333332,TPP,SystmOne
2408,E87017,09A,0.0,6.0,0.3351039814004628,,,316.17000000000013,68.32,19.61,404.10000000000014,27.0758815204205,80.7221280480052,42.2134930622121,19.8464025869038,9.85448666127728,0.0,10644.0,1394.833333333333,TPP,SystmOne
2409,E87021,08Y,0.23076923076923078,6.0,0.4207593189860076,3.0,3.0,386.13,95.17,26.76,508.06,35.7392884466271,77.7472348573729,58.0825563198727,14.2377260981912,17.0387596899225,0.0,43853.0,3899.583333333334,TPP,SystmOne
2410,E87024,08Y,0.0,6.0,0.30460241196525745,4.0,4.0,434.14,95.96,27.0,557.1,42.9363267561168,78.07614270672491,51.8515390447546,11.619648845926196,23.850858157427503,0.0,99085.0,5063.416666666667,TPP,SystmOne
2411,E87026,08Y,0.25,6.0,0.4514568934235279,2.0,2.0,389.70999999999987,85.39,26.39,501.48999999999984,40.2055943462898,82.8916031932628,56.70756424207911,15.9307665135994,16.5171317555634,0.0,62266.0,2798.416666666667,TPP,SystmOne
2412,E87029,08Y,0.043478260869565216,6.0,0.4881696388065131,,,380.43000000000006,95.23,23.07,498.73000000000013,25.5850540648247,87.07338043763399,51.3247539845082,14.678533475026601,21.259298618491,0.0,103133.0,8298.75,TPP,SystmOne
2413,E87034,09A,0.14051841746248295,6.0,0.5001427788274726,13.0,9.0,426.27,97.0,27.0,550.27,27.7915470730457,75.06637122388909,45.6011698344813,12.435005492493598,15.516660563896,0.0,235235.0,13894.75,TPP,SystmOne
2414,E87037,09A,0.14018691588785046,6.0,0.5013853990864788,5.0,5.0,407.2,90.9,19.46,517.5600000000002,25.608723132968997,58.520298745591,36.817665388618,13.701316895488901,16.7077612776688,0.0,78770.0,7021.083333333332,TPP,SystmOne
2415,E87038,08Y,0.34328358208955223,6.0,0.5396680989750678,3.0,3.0,393.32,82.61,27.0,502.93,38.3005832249675,78.2306161685391,56.3988098689997,14.456003467707,18.287819679237106,0.0,115840.0,4412.25,TPP,SystmOne
2416,E87043,08Y,0.0,6.0,0.417591308286112,4.0,4.0,428.78000000000014,94.03,26.17,548.98,15.5856335512677,76.7099378860799,38.666804102627204,8.43565619518418,21.8561632913411,0.0,41409.0,6487.666666666666,TPP,SystmOne
2417,E87045,09A,0.0,6.0,0.4737524479312053,1.0,1.0,271.65,94.94,15.5,382.09,28.129867547425494,69.1524341976128,61.161404147686795,14.908722109533501,8.08654496281271,0.0,54729.0,2868.166666666666,TPP,SystmOne
2418,E87046,09A,0.10144927536231885,6.0,0.4020005849083739,5.0,5.0,357.95,58.39,22.37,438.71,24.9037232399895,73.8289554593088,34.8745090339997,8.853145024192491,20.6303125408657,0.0,71986.0,8112.916666666668,TPP,SystmOne
2419,E87047,08Y,0.3584905660377358,6.0,0.47560983058872797,3.0,3.0,414.2,93.18,22.18,529.56,27.770466226775497,60.905722113264,56.885961157945296,14.4097222222222,10.3298611111111,0.0,87152.0,5194.5,TPP,SystmOne
2420,E87048,08Y,0.05263157894736842,6.0,0.4429362104883895,3.0,3.0,299.35,52.16,23.41,374.92,15.700828811369501,73.2220174505275,42.637170520775214,13.953488372093,12.797157622739,0.0,23639.0,3139.75,TPP,SystmOne
2421,E87050,08Y,0.06666666666666667,6.0,0.4108613297564434,,,426.8,97.0,27.0,550.8,34.613940161725104,81.7769587148416,49.509662344757395,11.5840517241379,14.493534482758601,0.0,27690.0,2080.25,TPP,SystmOne
2422,E87052,09A,0.0,6.0,0.513570501121715,,,422.68,95.95,25.61,544.24,39.7137279461279,65.2082056466076,61.46557754599011,12.689330191854598,19.4143386065298,0.0,71677.0,3006.0,TPP,SystmOne
2423,E87057,08Y,0.11627906976744186,6.0,0.4317603973219063,3.0,3.0,398.42000000000013,97.0,16.85,512.2700000000002,36.1141146051712,71.900345932943,51.200998802891206,10.377358490566,24.500349406009803,0.0,36900.0,2684.4166666666665,TPP,SystmOne
2424,E87061,08Y,0.49295774647887325,6.0,0.4335780316479243,5.0,5.0,425.0,92.54,27.0,544.54,21.258305776208697,91.2493886719507,32.857305232695396,7.44336569579288,15.726193978621199,0.0,56959.0,10154.5,TPP,SystmOne
2425,E87063,08Y,0.0,6.0,0.4163704424669376,6.0,6.0,433.61,97.0,27.0,557.61,24.1736313497823,66.8623789171253,35.6414779667437,6.24433568968642,14.373753851731,0.0,90382.0,10955.75,TPP,SystmOne
